Gene	Symbol	NormalTranscript	TumorTranscript iLoops	Domain	Disorder	Anchor	PTM
83607	AMMECR1L	uc002tpm.2	uc002tpl.2	False	False	False	False	False
23042	PDXDC1	uc002dda.3	uc002dcz.2	False	False	True	True	False
6772	STAT1	uc002usj.2	uc002usk.2	False	True	True	True	False
121274	ZNF641	uc001rro.1	uc001rrn.1	False	False	True	True	False
121274	ZNF641	uc001rro.1	uc010sls.1	True	True	False	True	True
6949	TCOF1	uc003lry.2	uc003lsa.2	False	False	True	True	False
6949	TCOF1	uc011dch.1	uc003lsa.2	False	True	True	True	False
6949	TCOF1	uc011dch.1	uc003lrx.2	False	True	True	True	False
23647	ARFIP2	uc001mdl.2	uc001mdk.2	False	False	False	False	False
87769	A2LD1	uc001vor.2	uc001vos.2	False	False	False	False	False
81628	TSC22D4	uc003uva.2	uc010lgx.2	False	False	False	False	False
257397	TAB3	uc004dck.2	uc010ngl.2	False	False	True	True	False
121551	BTBD11	uc001tml.1	uc001tmm.1	True	True	True	True	True
9245	GCNT3	uc002age.2	uc002agd.2	False	False	False	False	False
9530	BAG4	uc003xky.1	uc003xkz.1	False	False	True	True	False
23767	FLRT3	uc002wow.1	uc002wov.1	False	False	False	False	False
3692	EIF6	uc002xbx.1	uc002xbz.1	True	False	True	False	False
153830	RNF145	uc003lxo.1	uc003lxp.2	False	False	True	False	False
64748	LPPR2	uc002mre.1	uc002mrf.1	False	False	True	True	True
55869	HDAC8	uc004eau.2	uc011mqg.1	True	False	True	False	False
226	ALDOA	uc002dwc.2	uc002dwa.3	False	False	False	False	False
55862	ECHDC1	uc003qax.2	uc003qay.3	True	False	True	False	False
55862	ECHDC1	uc003qaz.3	uc003qay.3	True	False	True	False	False
10313	RTN3	uc001nxo.2	uc010rmu.1	False	False	True	True	False
372	ARCN1	uc001ptq.2	uc010ryg.1	False	True	False	False	False
57654	KIAA1530	uc003gde.3	uc010ibv.2	False	False	True	True	False
58494	JAM2	uc002ylp.1	uc011acf.1	True	False	False	False	True
51157	ZNF580	uc010ygd.1	uc002qlp.2	False	False	False	False	False
4883	NPR3	uc011cnz.1	uc003jhu.2	True	False	True	True	True
286676	ILDR1	uc003ees.2	uc010hrg.2	False	True	False	False	True
286676	ILDR1	uc003ees.2	uc003eeq.2	False	False	False	False	False
80153	EDC3	uc002ayo.2	uc002aym.2	False	False	False	False	False
79008	GIYD2	uc002dsx.2	uc002dxh.2	False	False	True	True	True
79008	GIYD2	uc002dsx.2	uc002dxg.2	False	False	True	True	False
94122	SYTL5	uc004ddv.2	uc004ddx.2	False	False	True	False	False
94122	SYTL5	uc004ddv.2	uc004ddu.2	False	False	False	False	False
6926	TBX3	uc001tvu.1	uc001tvt.1	True	False	False	False	False
4756	NEO1	uc010ukx.1	uc002avm.3	False	False	True	False	False
5875	RABGGTA	uc001wog.2	uc001wof.2	False	False	False	False	False
56850	GRIPAP1	uc004dly.1	uc004dma.2	False	False	True	True	False
90806	ANGEL2	uc001hjz.2	uc001hka.2	True	False	True	False	False
2199	FBLN2	uc011ava.1	uc011avc.1	False	False	False	False	False
4638	MYLK	uc003egl.2	uc003egm.2	False	False	False	False	False
4638	MYLK	uc003egl.2	uc003egp.2	True	True	True	True	True
471	ATIC	uc002vex.3	uc002vey.3	False	False	True	False	False
3191	HNRNPL	uc010xum.1	uc010xul.1	False	True	True	True	True
3191	HNRNPL	uc010xul.1	uc010xum.1	False	True	True	True	True
7468	WHSC1	uc003gdz.3	uc003ged.3	False	False	False	False	False
11011	TLK2	uc002izz.3	uc010wpd.1	False	False	True	True	False
28970	C11orf54	uc001peg.2	uc001pek.2	True	False	False	False	False
7465	WEE1	uc001mhs.2	uc001mht.2	True	False	True	True	False
56995	TULP4	uc003qrf.2	uc003qrg.2	False	True	True	True	False
10605	PAIP1	uc003job.2	uc003joc.2	False	False	True	True	True
10048	RANBP9	uc003nbb.2	uc003nba.2	False	True	True	True	True
9261	MAPKAPK2	uc001hem.1	uc001hel.1	True	False	True	True	True
10043	TOM1	uc003ann.2	uc011aml.1	True	False	False	True	False
10044	SH2D3C	uc004bsa.2	uc011mak.1	True	True	True	True	True
10733	PLK4	uc003ifo.2	uc011cgt.1	True	False	False	False	False
10733	PLK4	uc003ifo.2	uc011cgs.1	True	False	False	False	False
6948	TCN2	uc003aip.1	uc003air.1	False	False	False	False	False
55179	FAIM	uc003esr.2	uc003ess.2	False	False	False	False	False
55172	C14orf104	uc001wws.3	uc001wwt.3	False	False	False	False	False
55177	FAM82A2	uc001zmp.1	uc001zmo.1	False	False	False	False	False
55176	SEC61A2	uc001ile.2	uc010qbq.1	False	False	False	False	False
10600	USP16	uc002ymx.2	uc011acm.1	False	False	True	False	False
79758	DHRS12	uc001vfq.2	uc001vfr.1	True	False	True	True	False
79758	DHRS12	uc001vfq.2	uc001vfs.1	True	False	True	True	False
8721	EDF1	uc004cjt.1	uc004cju.1	False	False	True	False	False
114883	OSBPL9	uc001cst.2	uc001cta.2	True	True	True	True	True
114884	OSBPL10	uc003cev.2	uc011axf.1	True	False	True	True	False
50856	CLEC4A	uc001qtz.1	uc001quc.1	False	False	True	True	False
50856	CLEC4A	uc001qtz.1	uc001qub.1	True	False	False	False	False
50854	C6orf48	uc003rjy.1	uc003rjx.1	False	False	False	False	False
5663	PSEN1	uc001xnv.2	uc001xnr.2	False	False	True	False	False
147700	KLC3	uc002pbf.1	uc002pbg.1	False	False	True	True	False
147700	KLC3	uc002pbf.1	uc010ejy.1	False	False	True	False	False
374569	ASPG	uc001yoq.1	uc001yop.1	False	False	False	False	False
10203	CALCRL	uc002upv.3	uc010frt.2	False	False	False	False	False
5837	PYGM	uc001oax.3	uc001oay.3	True	False	False	False	False
220074	LRTOMT	uc001orr.2	uc001ors.3	True	True	True	True	True
5394	EXOSC10	uc001asa.2	uc001asb.2	False	False	True	False	False
11258	DCTN3	uc003zux.1	uc003zuw.1	False	False	True	False	False
55679	LIMS2	uc002tpa.2	uc002tow.2	True	True	True	False	True
51319	RSRC1	uc003fbt.2	uc003fbv.2	False	False	True	False	True
51318	MRPL35	uc002srg.3	uc002srf.3	False	False	True	False	False
6904	TBCD	uc002kfz.2	uc002kgd.2	False	False	True	True	False
51313	FAM198B	uc003ipr.3	uc003ipp.3	False	False	False	False	False
51317	PHF21A	uc009ykx.2	uc001ncc.3	False	False	True	True	False
51316	PLAC8	uc011cco.1	uc003hoe.2	False	False	False	False	False
51316	PLAC8	uc011cco.1	uc003hod.2	False	False	False	False	False
134145	FAM173B	uc003jeo.2	uc010itr.2	False	False	False	False	False
152006	RNF38	uc003zzm.2	uc003zzi.2	False	False	True	True	False
9180	OSMR	uc003jln.1	uc003jlm.1	True	True	True	True	True
81544	GDPD5	uc001owp.3	uc001own.3	False	False	False	False	True
7203	CCT3	uc001fol.1	uc001fon.1	True	False	False	True	False
5888	RAD51	uc001zmi.3	uc001zml.3	True	False	True	True	False
6224	RPS20	uc003xsn.2	uc003xsm.2	True	False	True	True	False
51380	CSAD	uc001sby.2	uc001sbw.2	True	False	False	False	False
81573	ANKRD13C	uc001dex.3	uc009wbk.2	False	True	False	False	True
81570	CLPB	uc001osk.2	uc010rqy.1	True	True	False	False	True
81577	GFOD2	uc002eub.2	uc002euc.2	False	True	True	False	False
81575	APOLD1	uc001raw.3	uc001rau.3	False	False	True	True	True
26287	ANKRD2	uc001knw.2	uc009xvu.2	True	True	False	False	True
26286	ARFGAP3	uc003bdd.2	uc010gzf.2	True	False	False	False	False
93380	MMGT1	uc004ezi.1	uc011mvw.1	False	False	True	False	False
201163	FLCN	uc002gra.3	uc002grb.3	True	False	True	True	False
201163	FLCN	uc002gra.3	uc002grc.2	True	False	True	True	False
8891	EIF2B3	uc001cmt.1	uc001cmw.2	False	False	True	False	False
10241	CALCOCO2	uc002iof.2	uc010wlq.1	False	True	True	False	False
10241	CALCOCO2	uc002iof.2	uc010wls.1	False	False	True	False	False
7157	TP53	uc002gij.2	uc002gim.2	False	False	False	False	False
7157	TP53	uc002gij.2	uc010cni.1	False	True	True	True	False
7157	TP53	uc002gij.2	uc002gii.1	True	True	True	True	True
133584	EGFLAM	uc003jlg.1	uc003jle.1	True	True	True	True	True
133584	EGFLAM	uc003jlg.1	uc003jlf.1	True	True	True	False	True
51295	ECSIT	uc002msb.2	uc010xma.1	False	True	True	False	False
55240	STEAP3	uc002tlq.2	uc002tlr.2	False	False	True	False	False
1739	DLG1	uc003fxn.3	uc011buc.1	False	True	True	True	True
9709	HERPUD1	uc002eke.1	uc002ekg.1	False	False	False	True	False
9701	SAPS2	uc003blc.2	uc003bkz.1	False	False	True	False	False
9702	CEP57	uc001pfp.1	uc001pfq.1	False	False	False	True	False
9702	CEP57	uc001pfp.1	uc001pfo.1	False	True	True	True	True
9706	ULK2	uc002gwm.3	uc002gwn.2	False	False	False	False	False
54681	P4HTM	uc003cvg.2	uc003cvh.2	True	False	True	False	False
8878	SQSTM1	uc003mkw.3	uc003mkx.2	False	True	False	False	False
8878	SQSTM1	uc003mkw.3	uc011dgs.1	False	True	False	False	False
8878	SQSTM1	uc003mkw.3	uc011dgr.1	False	True	False	False	False
84705	GTPBP3	uc010eas.2	uc010xpo.1	False	False	True	True	False
821	CANX	uc003mkk.2	uc003mkl.2	False	False	False	False	False
823	CAPN1	uc001odg.1	uc001odf.1	False	False	False	False	False
84680	ACCS	uc001mxx.2	uc009yks.1	False	False	False	False	False
5331	PLCB3	uc009ypg.1	uc009yph.1	True	False	False	True	False
5333	PLCD1	uc003chn.2	uc003chm.2	False	False	True	False	False
2528	FUT6	uc002mdf.1	uc002mdh.1	False	False	False	False	False
57223	SMEK2	uc002rzc.2	uc002ryz.2	False	True	True	False	False
9117	SEC22C	uc003clh.2	uc010hic.2	False	False	False	False	False
57228	SMAGP	uc001ryd.1	uc001rye.1	False	False	False	False	False
57228	SMAGP	uc001ryc.1	uc001rye.1	False	False	False	False	False
116159	CYYR1	uc002ymd.2	uc002yme.2	False	False	True	False	False
284390	ZNF763	uc002msw.2	uc002msv.2	False	False	False	False	False
90634	N4BP2L1	uc001uuc.2	uc001uud.2	False	False	True	True	False
9570	GOSR2	uc002ila.2	uc002iky.2	False	True	False	False	False
51377	UCHL5	uc001gso.2	uc001gsp.2	False	False	True	False	False
23683	PRKD3	uc002rqd.2	uc002rqf.1	True	True	True	False	False
83549	UCK1	uc004cay.2	uc010mzk.2	True	False	False	False	False
83549	UCK1	uc004cay.2	uc004cba.2	True	False	True	False	False
5303	PIN4	uc004eam.2	uc004eao.1	True	True	True	True	True
64764	CREB3L2	uc003vtw.2	uc003vty.3	False	True	True	True	True
286075	ZNF707	uc010mfi.2	uc003yzf.3	False	False	False	False	False
348262	FAM195B	uc010wuz.1	uc010wuy.1	False	False	False	False	False
348262	FAM195B	uc010wuy.1	uc010wuz.1	False	False	False	False	False
29	ABR	uc002fsg.2	uc010vqf.1	True	True	True	True	True
8706	B3GALNT1	uc003fdv.2	uc003fdz.2	False	False	False	False	False
8706	B3GALNT1	uc003fdv.2	uc003fea.2	False	False	False	False	False
8706	B3GALNT1	uc003fdv.2	uc003fdy.2	False	False	False	False	False
8704	B4GALT2	uc010okl.1	uc001clg.2	False	False	True	False	False
8704	B4GALT2	uc010okl.1	uc001cli.2	False	False	True	False	False
91445	RNF185	uc003akb.2	uc011all.1	False	False	False	False	False
91445	RNF185	uc003akb.2	uc003ake.2	False	False	True	True	False
5606	MAP2K3	uc002gys.2	uc002gyu.2	False	False	True	True	False
5601	MAPK9	uc003mls.3	uc011dgx.1	True	False	True	True	False
5601	MAPK9	uc003mlt.3	uc003mls.3	True	False	True	True	False
5601	MAPK9	uc003mls.3	uc003mlt.3	True	False	True	True	False
9320	TRIP12	uc002vpw.1	uc002vpy.1	True	True	True	True	True
9320	TRIP12	uc002vpx.1	uc002vpy.1	True	True	True	True	True
128869	PIGU	uc002xas.2	uc002xat.2	False	False	False	False	False
6780	STAU1	uc002xuc.2	uc002xue.2	False	False	False	False	False
8242	KDM5C	uc004drz.2	uc004dsa.2	False	False	True	False	False
247	ALOX15B	uc002gju.2	uc002gjv.2	True	False	False	False	False
247	ALOX15B	uc002gju.2	uc002gjw.2	True	False	False	False	False
240	ALOX5	uc001jce.2	uc009xmt.2	True	False	False	False	False
240	ALOX5	uc001jce.2	uc010qfg.1	True	False	False	False	False
6158	RPL28	uc010yfz.1	uc002qkw.1	False	False	False	False	False
6158	RPL28	uc010yfz.1	uc010yfy.1	False	False	False	False	False
8050	PDHX	uc001mvt.2	uc010req.1	True	True	True	True	False
30011	SH3KBP1	uc004czl.2	uc011mjf.1	True	True	True	True	True
5621	PRNP	uc002wkx.2	uc002wky.2	False	False	False	False	False
8495	PPFIBP2	uc001mfj.3	uc001mfl.3	False	False	True	True	False
8495	PPFIBP2	uc010rbe.1	uc001mfl.3	False	False	True	True	False
115992	RNF166	uc002flk.2	uc002fll.2	True	True	True	True	True
54680	ZNHIT6	uc001dlh.2	uc010osc.1	False	False	True	True	True
1120	CHKB	uc003bmv.2	uc003bms.2	False	False	False	False	False
1120	CHKB	uc003bms.2	uc003bmv.2	False	False	False	False	False
1121	CHM	uc004eet.2	uc004eev.3	True	True	True	True	False
5610	EIF2AK2	uc010fac.2	uc010fab.1	True	False	False	False	False
3373	HYAL1	uc003czr.2	uc003czn.2	True	True	False	False	False
2263	FGFR2	uc010qtj.1	uc010qtm.1	True	True	True	True	True
8514	KCNAB2	uc001alw.1	uc001alv.1	False	False	False	False	False
2524	FUT2	uc002pke.3	uc010emc.2	False	False	False	False	False
9746	CLSTN3	uc001qsr.2	uc001qss.2	False	False	True	True	False
113791	PIK3IP1	uc003akm.2	uc011alo.1	False	False	True	True	False
55769	ZNF83	uc010epz.2	uc010epx.2	False	False	False	False	False
3993	LLGL2	uc002joi.2	uc002jog.1	False	False	True	True	True
3993	LLGL2	uc002joh.2	uc002joi.2	False	False	True	True	False
8837	CFLAR	uc002uxb.3	uc002uxg.2	True	True	True	False	True
8837	CFLAR	uc002uxb.3	uc010zhl.1	True	True	True	False	True
3017	HIST1H2BD	uc003ngs.2	uc003ngr.2	False	False	False	False	False
7675	ZNF121	uc010xkp.1	uc010xkq.1	False	False	True	False	False
7675	ZNF121	uc010xkp.1	uc010dwt.2	False	False	True	False	False
79073	TMEM109	uc001nqg.2	uc001nqh.2	False	False	False	False	False
1181	CLCN2	uc003foi.2	uc011brm.1	False	False	False	False	False
114908	TMEM123	uc001pha.2	uc009yxc.2	False	False	True	False	False
4245	MGAT1	uc003mmg.3	uc010jlf.2	False	False	False	False	False
4245	MGAT1	uc010jlf.2	uc010jlg.2	False	False	False	False	False
4245	MGAT1	uc010jlf.2	uc003mmh.3	False	False	False	False	False
4241	MFI2	uc003fxk.3	uc003fxl.3	True	True	True	True	True
5520	PPP2R2A	uc003xeu.2	uc011laf.1	False	False	True	False	False
5522	PPP2R2C	uc003gja.2	uc011bwe.1	False	False	True	True	False
5526	PPP2R5B	uc001obz.2	uc001oby.2	False	False	False	False	False
5528	PPP2R5D	uc003oth.2	uc010jyd.2	False	False	True	True	False
55848	C9orf46	uc003zjc.2	uc003zjd.2	False	False	False	False	False
831	CAST	uc003kme.2	uc003klu.2	False	False	True	True	False
837	CASP4	uc001pid.1	uc001pib.1	False	True	True	True	True
23271	CAMSAP1L1	uc001gvk.2	uc001gvm.2	False	False	True	False	False
8887	TAX1BP1	uc003szk.2	uc011jzp.1	False	False	True	False	False
3652	IPP	uc001cou.2	uc001cos.3	True	True	True	False	False
85450	ITPRIP	uc001kyg.2	uc001kye.2	False	False	False	False	False
6195	RPS6KA1	uc001bmr.1	uc010ofe.1	True	False	True	True	False
6193	RPS5	uc002qsn.2	uc002qso.2	False	False	False	False	False
6193	RPS5	uc002qso.2	uc002qsn.2	False	False	False	False	False
9289	GPR56	uc002emc.2	uc002ema.1	False	False	True	True	False
2734	GLG1	uc002fcy.3	uc002fcx.2	False	False	True	False	False
2734	GLG1	uc002fcy.3	uc002fcw.3	False	False	True	False	True
55323	LARP6	uc002ass.2	uc002ast.2	True	True	True	True	True
6876	TAGLN	uc001pqm.2	uc001pqp.2	False	False	False	False	False
4287	ATXN3	uc001yac.3	uc001yad.3	False	False	True	False	False
4289	MKLN1	uc011kpm.1	uc003vqs.2	False	True	True	False	True
57822	GRHL3	uc001bix.2	uc001biz.2	False	False	True	True	False
57822	GRHL3	uc001bix.2	uc001biy.2	False	False	True	False	False
57822	GRHL3	uc001biz.2	uc001bix.2	False	False	True	True	False
205428	C3orf58	uc011bnl.1	uc003evo.2	False	False	True	False	False
205428	C3orf58	uc003evo.2	uc011bnl.1	False	False	True	False	False
4750	NEK1	uc003isc.1	uc003isf.1	False	False	True	False	False
79924	ADM2	uc011ary.1	uc003blj.2	False	False	False	False	False
55501	CHST12	uc003smc.2	uc003smd.2	False	False	False	False	False
29057	FAM156A	uc004drl.2	uc004drh.2	False	False	False	False	False
29057	FAM156A	uc004drl.2	uc004drg.2	False	False	False	False	False
7412	VCAM1	uc001dti.2	uc010ouj.1	True	True	True	False	False
7412	VCAM1	uc001dti.2	uc001dtj.2	True	True	False	False	False
1315	COPB1	uc001mlh.2	uc001mlg.2	False	False	False	False	False
23764	MAFF	uc003avc.2	uc011anq.1	False	False	True	True	False
23764	MAFF	uc003avc.2	uc011anr.1	False	False	False	False	False
23761	PISD	uc003alm.3	uc003alk.2	False	False	True	False	False
6446	SGK1	uc003qen.3	uc011ecw.1	False	False	True	True	False
6446	SGK1	uc003qen.3	uc003qeo.3	True	False	True	True	True
6446	SGK1	uc003qen.3	uc011ect.1	False	False	True	True	False
218	ALDH3A1	uc002gwj.2	uc010cqu.2	False	False	False	False	False
218	ALDH3A1	uc002gwj.2	uc010vzd.1	False	False	False	False	False
51193	ZNF639	uc003fjr.1	uc003fjq.1	False	False	False	False	False
4921	DDR2	uc001gcg.2	uc001gcf.2	False	False	False	False	False
2053	EPHX2	uc003xfu.2	uc010luw.2	True	False	False	False	False
2053	EPHX2	uc003xfu.2	uc010luv.2	True	False	False	False	False
2053	EPHX2	uc003xfu.2	uc003xfv.2	True	False	False	False	False
6730	SRP68	uc002jqk.1	uc002jqj.1	False	False	True	True	True
6730	SRP68	uc002jqk.1	uc002jql.1	False	False	False	False	False
6731	SRP72	uc003hbv.2	uc010ihe.2	False	True	True	False	True
2593	GAMT	uc002lsj.2	uc002lsk.2	True	False	True	False	False
10904	BLCAP	uc002xhc.2	uc002xha.2	False	False	False	False	False
6733	SRPK2	uc003vcv.2	uc003vct.2	True	False	True	True	True
10755	GIPC1	uc002myt.2	uc002myy.2	False	False	True	True	False
10755	GIPC1	uc002myv.2	uc002myy.2	False	False	False	False	False
10755	GIPC1	uc002myy.2	uc002myw.2	False	False	False	False	False
5396	PRRX1	uc001ghe.2	uc001ghf.2	False	True	True	True	True
5395	PMS2	uc003spl.2	uc010kte.2	True	True	True	True	False
132014	IL17RE	uc003btw.2	uc003btx.2	False	False	False	False	False
132014	IL17RE	uc003btw.2	uc003btv.2	False	True	True	False	True
132014	IL17RE	uc003btw.2	uc003btu.2	False	False	False	False	False
55504	TNFRSF19	uc001uow.2	uc010tcu.1	False	False	False	False	True
84515	MCM8	uc002wmi.2	uc010gbp.2	False	False	False	False	False
373156	GSTK1	uc003wci.2	uc003wcj.2	True	True	True	False	False
373156	GSTK1	uc003wci.2	uc011ksz.1	True	False	True	False	False
127687	C1orf122	uc010oii.1	uc001ccd.2	False	False	True	True	False
8347	HIST1H2BC	uc003ngl.2	uc003ngk.3	False	False	True	True	False
51123	ZNF706	uc003ykb.2	uc003yka.2	False	False	False	False	False
199870	FAM76A	uc001boq.2	uc001bot.2	False	False	True	False	False
219402	MTIF3	uc001urj.2	uc001uri.2	False	False	False	False	False
219402	MTIF3	uc001urj.2	uc001urh.2	False	False	False	False	False
55734	ZFP64	uc002xwl.2	uc002xwj.2	True	True	True	True	True
55734	ZFP64	uc002xwl.2	uc002xwn.2	False	False	True	True	False
55734	ZFP64	uc002xwk.2	uc002xwj.2	True	True	True	True	False
843	CASP10	uc002uxj.1	uc002uxi.1	True	True	True	True	True
843	CASP10	uc002uxj.1	uc010fta.1	True	False	True	True	False
8890	EIF2B4	uc002rkb.2	uc002rjz.2	False	False	True	True	False
51654	CDK5RAP1	uc002wyz.2	uc010gem.2	False	False	True	True	False
55572	FOXRED1	uc001qdi.2	uc001qdk.2	False	False	True	False	False
55572	FOXRED1	uc001qdi.2	uc010sbr.1	False	False	True	False	False
55572	FOXRED1	uc001qdi.2	uc001qdj.2	False	False	True	False	False
90693	CCDC126	uc003swl.2	uc003swn.2	False	False	False	False	False
2346	FOLH1	uc001ngy.2	uc009yma.2	True	True	False	False	False
6453	ITSN1	uc002ysy.2	uc010gmk.2	True	True	True	True	False
80254	CEP63	uc003eqm.2	uc003eql.1	False	False	True	False	False
80254	CEP63	uc003eqm.2	uc003eqo.1	True	False	True	True	False
80256	KIAA1539	uc003zwo.2	uc003zwn.2	False	False	True	True	False
3561	IL2RG	uc004dyw.1	uc004dyx.1	True	True	True	False	True
80230	RUFY1	uc003mkb.1	uc003mkc.1	False	False	False	False	False
80230	RUFY1	uc003mkb.1	uc003mka.1	False	False	True	True	False
81029	WNT5B	uc001qjj.2	uc001qjk.2	False	False	False	False	False
22846	VASH1	uc001xst.2	uc001xss.2	False	False	True	True	False
64288	ZNF323	uc003nld.2	uc010jrb.2	True	True	True	True	True
64847	SPATA20	uc002ird.2	uc002irf.2	False	False	True	False	False
55676	SLC30A6	uc002roe.1	uc010ezr.1	False	False	False	False	False
64780	MICAL1	uc003ptj.2	uc010kdr.2	True	False	False	False	False
64784	CRTC3	uc002bpp.2	uc002bpo.2	False	False	True	False	False
64785	GINS3	uc002enh.3	uc002enj.3	True	True	False	False	False
79980	DSN1	uc002xga.2	uc010zvs.1	False	False	True	True	False
79982	DNAJB14	uc003hvl.2	uc003hvk.2	False	False	True	True	False
79983	POF1B	uc004eer.2	uc004ees.2	False	False	True	True	False
81539	SLC38A1	uc001rpa.2	uc001rpd.2	False	False	False	False	False
51176	LEF1	uc003hyt.1	uc003hyu.1	False	False	True	True	False
51174	TUBD1	uc002ixw.1	uc010ddi.1	True	False	False	False	False
4267	CD99	uc004cqm.2	uc010nda.2	False	False	True	False	False
4267	CD99	uc010nda.2	uc004cqm.2	False	False	True	False	False
286144	C8orf83	uc010map.2	uc003yfr.3	False	False	False	False	False
147463	ANKRD29	uc002kun.2	uc002kuo.2	True	True	False	False	True
51747	LUC7L3	uc002isr.2	uc002iss.2	False	False	False	False	False
79586	CHPF	uc010zlh.1	uc002vmc.3	False	False	True	True	False
79581	GPR172A	uc003zcf.1	uc003zcc.1	False	False	False	False	False
79582	SPAG16	uc002veo.2	uc002veq.2	True	True	True	True	True
79583	TMEM231	uc002fem.2	uc002fek.2	False	False	True	False	False
5547	PRCP	uc001ozs.2	uc001ozr.2	False	False	False	False	False
79918	SETD6	uc002enr.2	uc002ens.2	True	False	True	False	False
130535	KCTD18	uc002uvt.2	uc002uvs.2	False	False	False	False	False
9871	SEC24D	uc003ici.3	uc003icj.3	False	False	True	True	False
9871	SEC24D	uc003icj.3	uc003ici.3	False	False	True	True	False
3732	CD82	uc001myc.2	uc001myd.2	False	False	False	False	False
57407	NMRAL1	uc002cwn.2	uc002cwm.2	False	False	False	False	False
9463	PICK1	uc003auq.2	uc003aut.2	False	False	False	False	False
9463	PICK1	uc003aur.2	uc003aut.2	False	False	False	False	False
81550	TDRD3	uc010aeg.2	uc001vib.3	False	True	True	True	False
81553	FAM49A	uc002rck.1	uc010exm.1	False	False	False	False	False
4790	NFKB1	uc011cep.1	uc011ceq.1	False	False	False	False	False
4790	NFKB1	uc011cep.1	uc011cer.1	True	False	True	True	False
192111	PGAM5	uc009zyv.2	uc001uku.2	True	False	True	False	False
81556	C15orf44	uc002ape.3	uc010ujb.1	False	True	True	False	False
