uc010pwa.1	ENSP00000355632
uc002ovr.2	ENSP00000385706
uc003azq.3	ENSP00000216241
uc010mff.2	ENSP00000381857
uc001mto.1	ENSP00000413452
uc011lar.1	ENSP00000369711
uc010net.1	ENSP00000369837
uc002maj.2	ENSP00000269886
uc011efh.1	ENSP00000413752
uc010yfy.1	ENSP00000391665
uc002oju.1	ENSP00000375931
uc001dtd.2	ENSP00000260563
uc003igu.3	ENSP00000401090
uc003omn.2	ENSP00000384849
uc001chg.2	ENSP00000439044
uc002prn.2	ENSP00000270617
uc002isl.2	ENSP00000285238
uc001hjx.2	ENSP00000355935
uc010xwt.1	ENSP00000385163
uc001ser.2	ENSP00000040584
uc001lfx.2	ENSP00000357997
uc010uzb.1	ENSP00000460589
uc002ase.1	ENSP00000350437
uc002vzh.2	ENSP00000344235
uc001sfc.3	ENSP00000243112
uc010vvw.1	ENSP00000428961
uc003pti.2	ENSP00000258052
uc002avb.2	ENSP00000268057
uc003szx.2	ENSP00000387164
uc001mfb.1	ENSP00000299481
uc001aib.1	ENSP00000246421
uc001bvd.2	ENSP00000362638
uc002sqs.2	ENSP00000263857
uc003zoq.1	ENSP00000369566
uc003pcq.2	ENSP00000359866
uc001msr.2	ENSP00000350833
uc010zjy.1	ENSP00000428824
uc010dbh.1	ENSP00000225648
uc001plz.2	ENSP00000435517
uc003quf.2	ENSP00000275262
uc002rkp.2	ENSP00000369181
uc002ths.1	ENSP00000306637
uc010dem.2	ENSP00000405814
uc010shk.1	ENSP00000374013
uc003dru.2	ENSP00000377756
uc002mle.3	ENSP00000468153
uc003hya.2	ENSP00000369323
uc003ewn.2	ENSP00000340736
uc002wto.1	ENSP00000217423
uc002zzl.1	ENSP00000381364
uc001mfm.2	ENSP00000437041
uc003csj.1	ENSP00000458149
uc001glf.2	ENSP00000354481
uc002cuz.2	ENSP00000302502
uc011jtg.1	ENSP00000447831
uc002gdj.2	ENSP00000406220
uc002dvn.2	ENSP00000455624
uc010kvm.2	ENSP00000406337
uc010wii.1	ENSP00000443846
uc002mgh.2	ENSP00000319200
uc002bdh.2	ENSP00000258873
uc002jqm.1	ENSP00000329684
uc010lsb.2	ENSP00000432331
uc002phj.3	ENSP00000263277
uc003lod.1	ENSP00000308733
uc009xku.1	ENSP00000365255
uc011hms.1	ENSP00000412456
uc001dlc.2	ENSP00000439045
uc010kdj.1	ENSP00000446316
uc001oge.2	ENSP00000350124
uc003cxg.2	ENSP00000414287
uc010jrn.2	ENSP00000366011
uc011hvg.1	ENSP00000391563
uc002gvp.2	ENSP00000311005
uc001pfp.1	ENSP00000317902
uc001fry.2	ENSP00000357145
uc009zhb.2	ENSP00000339732
uc003cvq.2	ENSP00000323076
uc011jwz.1	ENSP00000455585
uc002nqi.2	ENSP00000351042
uc010vsz.1	ENSP00000385814
uc001hrq.1	ENSP00000284523
uc001xme.2	ENSP00000256389
uc001lkm.1	ENSP00000435445
uc001qle.2	ENSP00000342307
uc003zzd.2	ENSP00000379848
uc010zqu.1	ENSP00000368352
uc003nqd.1	ENSP00000394320
uc003sls.1	ENSP00000380242
uc004dnj.1	ENSP00000469210
uc001mee.2	ENSP00000379975
uc003aes.3	ENSP00000327456
uc003zed.1	ENSP00000353058
uc003igc.2	ENSP00000346444
uc011jge.1	ENSP00000313603
uc003uiz.1	ENSP00000265724
uc011ewg.1	ENSP00000388724
uc003cux.1	ENSP00000394041
uc004aoi.3	ENSP00000354972
uc003ulm.3	ENSP00000003100
uc001abw.1	ENSP00000342313
uc001vou.2	ENSP00000365408
uc011amt.1	ENSP00000438705
uc010thv.1	ENSP00000342112
uc010ofb.1	ENSP00000393858
uc002fad.2	ENSP00000387673
uc004evx.2	ENSP00000377890
uc004cik.2	ENSP00000360757
uc002fgj.2	ENSP00000337397
uc002toh.1	ENSP00000285398
uc002knc.2	ENSP00000262227
uc003fqn.2	ENSP00000265029
uc002xpm.2	ENSP00000348838
uc003dmy.2	ENSP00000401878
uc003gsw.3	ENSP00000284437
uc010aoh.2	ENSP00000394165
uc003szv.2	ENSP00000387164
uc001aip.2	ENSP00000367848
uc001scr.3	ENSP00000209873
uc010zjo.1	ENSP00000440523
uc002daz.2	ENSP00000461813
uc003cew.2	ENSP00000282541
uc002fvr.2	ENSP00000301365
uc001awi.1	ENSP00000365116
uc011ixo.1	ENSP00000387553
uc003myb.2	ENSP00000368981
uc010oea.1	ENSP00000408826
uc001pki.2	ENSP00000413429
uc002dxi.2	ENSP00000378796
uc002mxj.3	ENSP00000341992
uc002jli.2	ENSP00000343751
uc010sny.1	ENSP00000439419
uc011fcq.1	ENSP00000400842
uc001afm.2	ENSP00000460786
uc001qkt.2	ENSP00000385724
uc002kcx.2	ENSP00000302176
uc003smp.2	ENSP00000258796
uc001eqq.2	ENSP00000358221
uc002cnn.2	ENSP00000341885
uc003imu.2	ENSP00000474751
uc001rhn.2	ENSP00000323763
uc010xri.1	ENSP00000413411
uc011mrr.1	ENSP00000391722
uc002pxb.2	ENSP00000262259
uc002iff.1	ENSP00000225983
uc001vwh.1	ENSP00000298642
uc003lph.2	ENSP00000296701
uc009zbw.2	ENSP00000376458
uc004bfs.1	ENSP00000363401
uc010eea.2	ENSP00000246549
uc001oql.2	ENSP00000347717
uc003hzr.3	ENSP00000378130
uc001vgg.2	ENSP00000448716
uc003vwu.1	ENSP00000448789
uc004bxc.2	ENSP00000361625
uc001bcv.2	ENSP00000383364
uc002nhc.1	ENSP00000252599
uc002ypr.1	ENSP00000300255
uc003off.1	ENSP00000388825
uc003qng.2	ENSP00000239367
uc010xfn.1	ENSP00000466471
uc003zux.1	ENSP00000259632
uc011ibu.1	ENSP00000363812
uc002pct.1	ENSP00000263281
uc001tip.1	ENSP00000446994
uc003bqu.2	ENSP00000324551
uc010wcl.1	ENSP00000473760
uc001cst.2	ENSP00000407168
uc003bwd.2	ENSP00000347042
uc003kik.3	ENSP00000421362
uc010tpv.1	ENSP00000371803
uc010ykt.1	ENSP00000405344
uc003hpl.2	ENSP00000378610
uc011bbz.1	ENSP00000413432
uc001bjm.2	ENSP00000326261
uc011etd.1	ENSP00000366404
uc011llv.1	ENSP00000305785
uc003uit.2	ENSP00000331981
uc011ixr.1	ENSP00000404585
uc002vmt.1	ENSP00000375921
uc002uwq.2	ENSP00000387021
uc004feg.1	ENSP00000470292
uc004bss.2	ENSP00000336733
uc010iip.2	ENSP00000424631
uc001sti.2	ENSP00000443287
uc002rhk.2	ENSP00000272371
uc003fjs.2	ENSP00000263969
uc003hrh.2	ENSP00000426917
uc003led.2	ENSP00000422508
uc002uuk.2	ENSP00000340019
uc010zzk.1	ENSP00000407848
uc002rak.2	ENSP00000371184
uc009vsz.1	ENSP00000363123
uc001kyl.2	ENSP00000345964
uc002hvl.2	ENSP00000167588
uc010uxy.1	ENSP00000440019
uc010itt.2	ENSP00000426510
uc004ezk.2	ENSP00000471427
uc001jmw.2	ENSP00000362849
uc002ovc.2	ENSP00000385386
uc002bur.2	ENSP00000470162
uc002vuy.2	ENSP00000418532
uc010qzl.1	ENSP00000421079
uc002fvd.1	ENSP00000371377
uc001psn.2	ENSP00000408362
uc002adf.1	ENSP00000302327
uc004alb.2	ENSP00000317606
uc001dyz.1	ENSP00000358811
uc002ymo.1	ENSP00000436490
uc003pzh.2	ENSP00000442152
uc001tus.1	ENSP00000449841
uc002fos.3	ENSP00000415836
uc011ilf.1	ENSP00000373032
uc010fak.2	ENSP00000386874
uc010ysf.1	ENSP00000444675
uc004bpp.2	ENSP00000377665
uc002uzh.1	ENSP00000351047
uc001oww.1	ENSP00000436537
uc001nvf.1	ENSP00000294172
uc010tbm.1	ENSP00000444425
uc001gpo.1	ENSP00000356525
uc011dds.1	ENSP00000427984
uc003ngy.2	ENSP00000462355
uc010uin.1	ENSP00000454079
uc003cqy.2	ENSP00000414987
uc002bxi.2	ENSP00000330433
uc003znf.3	ENSP00000369918
uc001kdp.2	ENSP00000361141
uc003chz.3	ENSP00000310241
uc002xfe.1	ENSP00000363043
uc010mrp.2	ENSP00000396135
uc001frg.2	ENSP00000357158
uc001qtz.1	ENSP00000229332
uc010xyn.1	ENSP00000331907
uc003dea.1	ENSP00000231721
uc003pxj.1	ENSP00000309493
uc002oys.2	ENSP00000336719
uc002ruz.2	ENSP00000428141
uc002fbm.1	ENSP00000368076
uc010pql.1	ENSP00000356186
uc001csz.2	ENSP00000431980
uc011jtv.1	ENSP00000363964
uc003zuv.2	ENSP00000297613
uc001qnu.2	ENSP00000162749
uc001ozh.2	ENSP00000354952
uc003uyh.1	ENSP00000385300
uc001hnw.1	ENSP00000340089
uc003xrl.2	ENSP00000379995
uc001gvy.2	ENSP00000356299
uc004aab.2	ENSP00000403802
uc002evo.1	ENSP00000300659
uc002arq.1	ENSP00000410887
uc003njn.1	ENSP00000328484
uc001zjs.2	ENSP00000372216
uc002xbz.1	ENSP00000363566
uc002zwk.2	ENSP00000381726
uc001vao.2	ENSP00000368249
uc003cwg.3	ENSP00000319006
uc002uhe.1	ENSP00000386415
uc004bse.2	ENSP00000362361
uc003isb.1	ENSP00000408020
uc001cuu.1	ENSP00000386214
uc002egg.1	ENSP00000268459
uc002qso.2	ENSP00000196551
uc003fhe.1	ENSP00000323568
uc003fgs.2	ENSP00000295797
uc010iib.2	ENSP00000307349
uc003lbj.1	ENSP00000446474
uc003zvc.2	ENSP00000420022
uc001qmx.2	ENSP00000010132
uc002rxq.3	ENSP00000378161
uc009zhs.1	ENSP00000444736
uc003xnz.2	ENSP00000380184
uc002xuc.2	ENSP00000345425
uc002eru.2	ENSP00000457099
uc002sje.1	ENSP00000264448
uc009zmv.2	ENSP00000408741
uc003xmk.2	ENSP00000416050
uc002ovm.1	ENSP00000384995
uc004dpe.2	ENSP00000472407
uc001ebb.2	ENSP00000235090
uc002yeh.2	ENSP00000359364
uc011khy.1	ENSP00000390204
uc003fdr.2	ENSP00000417659
uc003ljf.2	ENSP00000239451
uc001ccy.2	ENSP00000362058
uc001dtg.3	ENSP00000336739
uc003yph.2	ENSP00000306991
uc009zqc.2	ENSP00000257848
uc010zxc.1	ENSP00000424176
uc003iyt.3	ENSP00000374005
uc003siu.1	ENSP00000444487
uc003omm.3	ENSP00000384849
uc002iss.2	ENSP00000240304
uc009zvx.2	ENSP00000389813
uc001lyk.1	ENSP00000380202
uc002nlb.2	ENSP00000472286
uc011ipw.1	ENSP00000406895
uc003lio.2	ENSP00000231130
uc003wqh.2	ENSP00000430962
uc011bxs.1	ENSP00000423373
uc011miy.1	ENSP00000392578
uc002osn.2	ENSP00000373992
uc002dak.3	ENSP00000371257
uc010dbk.2	ENSP00000240327
uc011eaj.1	ENSP00000390153
uc001wol.1	ENSP00000267425
uc004flc.3	ENSP00000358791
uc004bbi.1	ENSP00000363995
uc001cio.2	ENSP00000407323
uc001oej.2	ENSP00000301873
uc002lor.2	ENSP00000318029
uc010sbh.1	ENSP00000391090
uc002pvw.1	ENSP00000306757
uc001gif.2	ENSP00000356705
uc009xjy.2	ENSP00000414144
uc004dnq.3	ENSP00000386110
uc001nol.2	ENSP00000278855
uc003thd.2	ENSP00000005257
uc003vsa.2	ENSP00000355000
uc003eib.2	ENSP00000251775
uc001ozz.1	ENSP00000377051
uc003zpw.2	ENSP00000223951
uc001buj.2	ENSP00000362711
uc002lav.2	ENSP00000321805
uc010ssf.1	ENSP00000440987
uc002qvx.2	ENSP00000348471
uc003jtv.3	ENSP00000261308
uc001rmb.2	ENSP00000310688
uc002wmx.1	ENSP00000246024
uc010ryq.1	ENSP00000468325
uc002egi.3	ENSP00000388875
uc010udl.1	ENSP00000349047
uc002cwg.3	ENSP00000446221
uc001fij.2	ENSP00000357377
uc001mwo.3	ENSP00000368144
uc011jkz.1	ENSP00000365131
uc011ckg.1	ENSP00000398720
uc003mvc.2	ENSP00000369703
uc001xmb.2	ENSP00000374562
uc001qsa.1	ENSP00000469169
uc011aqk.1	ENSP00000385105
uc003ccj.2	ENSP00000394214
uc001wgn.2	ENSP00000285848
uc001qdu.2	ENSP00000433989
uc001xxx.1	ENSP00000438072
uc010tox.1	ENSP00000451284
uc002kxe.2	ENSP00000464591
uc003tyf.1	ENSP00000459987
uc003wut.1	ENSP00000415889
uc003jrd.1	ENSP00000370596
uc011jnu.1	ENSP00000409823
uc010vhw.1	ENSP00000472683
uc001qvd.2	ENSP00000251757
uc001xna.3	ENSP00000383953
uc002ldq.2	ENSP00000462385
uc010skc.1	ENSP00000440967
uc003yqv.2	ENSP00000335082
uc004ctg.3	ENSP00000312678
uc001gkz.2	ENSP00000356634
uc003kkw.2	ENSP00000391639
uc001txt.2	ENSP00000228307
uc010ilh.2	ENSP00000296414
uc011jel.1	ENSP00000365981
uc001saw.2	ENSP00000342710
uc002wxv.3	ENSP00000317413
uc003fas.2	ENSP00000418956
uc002msu.2	ENSP00000254321
uc002jex.1	ENSP00000335617
uc001ihu.2	ENSP00000369927
uc003wun.2	ENSP00000415889
uc003ujx.2	ENSP00000297205
uc010zjz.1	ENSP00000401491
uc011hle.1	ENSP00000397073
uc002zqh.2	ENSP00000384924
uc003fob.1	ENSP00000414050
uc002oym.2	ENSP00000400878
uc001xjc.2	ENSP00000261681
uc003baz.1	ENSP00000384115
uc003aqn.2	ENSP00000385062
uc001bra.2	ENSP00000294409
uc003iwc.2	ENSP00000296741
uc010ojc.1	ENSP00000391261
uc002ecp.1	ENSP00000443758
uc004fco.2	ENSP00000472480
uc011ivb.1	ENSP00000415015
uc003jdj.1	ENSP00000421631
uc004dfe.2	ENSP00000382840
uc002dyj.3	ENSP00000350886
uc002oko.1	ENSP00000471157
uc010uwp.1	ENSP00000436937
uc003fhk.2	ENSP00000284483
uc011kku.1	ENSP00000303968
uc003dmg.2	ENSP00000418735
uc002rig.2	ENSP00000455716
uc011lrp.1	ENSP00000366559
uc010dgf.1	ENSP00000464603
uc001bga.3	ENSP00000363768
uc001imb.2	ENSP00000367986
uc010cto.2	ENSP00000367710
uc003qgz.2	ENSP00000346581
uc010ytn.1	ENSP00000438371
uc004eam.2	ENSP00000362773
uc001zsu.2	ENSP00000300289
uc010whw.1	ENSP00000437545
uc002whu.2	ENSP00000369647
uc003yar.2	ENSP00000379701
uc002cwu.2	ENSP00000457877
uc009xgp.2	ENSP00000355517
uc003owp.2	ENSP00000361084
uc002hin.1	ENSP00000412322
uc001dhr.2	ENSP00000359834
uc002pcw.2	ENSP00000465216
uc010oiv.1	ENSP00000361948
uc001amg.2	ENSP00000367173
uc002jvg.2	ENSP00000324180
uc001csk.2	ENSP00000360815
uc002bpv.2	ENSP00000331504
uc011khm.1	ENSP00000384986
uc002bjo.2	ENSP00000368713
uc004efd.3	ENSP00000362203
uc003dnq.2	ENSP00000340041
uc001ozr.2	ENSP00000377055
uc010orf.1	ENSP00000446176
uc001nul.1	ENSP00000303991
uc001bbj.1	ENSP00000364366
uc004cdc.2	ENSP00000342343
uc003oto.2	ENSP00000331562
uc002dlz.1	ENSP00000300093
uc009vzo.2	ENSP00000438151
uc010xet.1	ENSP00000444572
uc002nik.3	ENSP00000470210
uc004due.2	ENSP00000364110
uc002jka.2	ENSP00000434243
uc001opc.2	ENSP00000446129
uc002fzs.2	ENSP00000460190
uc003ope.2	ENSP00000362291
uc002ylw.2	ENSP00000382965
uc004boi.2	ENSP00000441426
uc003kuj.3	ENSP00000392873
uc003bkm.1	ENSP00000215659
uc003tpr.3	ENSP00000265136
uc003wyh.2	ENSP00000428123
uc002coh.3	ENSP00000330070
uc002buu.2	ENSP00000470162
uc001wzs.2	ENSP00000281741
uc001nzi.2	ENSP00000415698
uc002mvm.2	ENSP00000251472
uc003yjk.1	ENSP00000342667
uc002lcs.2	ENSP00000300605
uc003ujj.1	ENSP00000391334
uc001pxl.1	ENSP00000380942
uc004dgn.3	ENSP00000345797
uc001fvh.2	ENSP00000433094
uc002ady.2	ENSP00000453706
uc003bms.2	ENSP00000384400
uc010xvx.1	ENSP00000445299
uc001pbu.2	ENSP00000278483
uc002pke.3	ENSP00000375748
uc010xui.1	ENSP00000440999
uc001zku.2	ENSP00000220446
uc003vte.3	ENSP00000376800
uc002ehz.3	ENSP00000219070
uc002zdz.2	ENSP00000369570
uc011few.1	ENSP00000389071
uc010bhb.2	ENSP00000394846
uc010kvp.2	ENSP00000409068
uc001ydd.1	ENSP00000335024
uc010wbj.1	ENSP00000440619
uc011czi.1	ENSP00000444013
uc011led.1	ENSP00000430730
uc011lwd.1	ENSP00000378304
uc010bzq.2	ENSP00000455552
uc003xlk.2	ENSP00000429269
uc003apn.3	ENSP00000380400
uc002bmt.2	ENSP00000331944
uc002saw.3	ENSP00000416795
uc004cjd.2	ENSP00000313833
uc004fte.2	ENSP00000372325
uc010rdv.1	ENSP00000389564
uc002fjd.2	ENSP00000253457
uc010qlb.1	ENSP00000443965
uc003utp.2	ENSP00000381150
uc002xtl.2	ENSP00000361073
uc003mua.2	ENSP00000370148
uc002plw.2	ENSP00000352295
uc011des.1	ENSP00000428871
uc010pwu.1	ENSP00000473386
uc010xcl.1	ENSP00000381845
uc003zbp.2	ENSP00000437866
uc001doa.3	ENSP00000359454
uc011gef.1	ENSP00000364992
uc003ygx.2	ENSP00000389630
uc001orw.2	ENSP00000440983
uc001dnr.2	ENSP00000403470
uc001nff.3	ENSP00000346956
uc004djw.1	ENSP00000472028
uc001vap.2	ENSP00000383256
uc010ekz.2	ENSP00000300880
uc010abf.2	ENSP00000313851
uc002vmk.1	ENSP00000243786
uc002kgi.2	ENSP00000460798
uc002dlt.3	ENSP00000395196
uc004cte.3	ENSP00000312678
uc002wbm.2	ENSP00000385687
uc001oae.2	ENSP00000333896
uc002lbl.1	ENSP00000374125
uc003nto.3	ENSP00000387401
uc001cqc.2	ENSP00000361013
uc002mfh.2	ENSP00000245817
uc001xsx.2	ENSP00000377369
uc010xsq.1	ENSP00000467053
uc003nsy.2	ENSP00000365402
uc010lwd.2	ENSP00000414522
uc010ezt.1	ENSP00000339666
uc002viq.2	ENSP00000413908
uc003tqj.2	ENSP00000345973
uc004dlf.2	ENSP00000472506
uc002epj.3	ENSP00000432687
uc003evg.2	ENSP00000341564
uc002qhb.1	ENSP00000460137
uc001ies.1	ENSP00000324369
uc002ggx.1	ENSP00000379815
uc002ogu.2	ENSP00000343768
uc003obz.2	ENSP00000394759
uc002efo.1	ENSP00000378214
uc002dsa.2	ENSP00000309945
uc004emy.1	ENSP00000361565
uc003qjz.2	ENSP00000400060
uc004fip.2	ENSP00000473196
uc001cep.2	ENSP00000439596
uc001wag.2	ENSP00000382895
uc010nid.2	ENSP00000471683
uc001rnb.2	ENSP00000378947
uc003zzb.3	ENSP00000334996
uc001lyh.2	ENSP00000316032
uc002htw.2	ENSP00000264637
uc002fja.2	ENSP00000253462
uc002vdb.2	ENSP00000272847
uc003qmq.1	ENSP00000356389
uc011euy.1	ENSP00000446871
uc002rtt.2	ENSP00000282412
uc002ndu.2	ENSP00000291439
uc001ncs.2	ENSP00000378932
uc001ecv.2	ENSP00000355042
uc001rdt.2	ENSP00000404845
uc003btz.2	ENSP00000384969
uc002ulo.2	ENSP00000347915
uc002kmt.1	ENSP00000341138
uc002urs.2	ENSP00000405225
uc010wbx.1	ENSP00000443345
uc004def.3	ENSP00000039007
uc002hyx.2	ENSP00000225916
uc002jei.2	ENSP00000442563
uc002msd.1	ENSP00000465765
uc002lfn.3	ENSP00000300091
uc001ziu.1	ENSP00000290378
uc010lpx.2	ENSP00000418271
uc001cyq.1	ENSP00000395296
uc003nnm.3	ENSP00000397376
uc002rwm.2	ENSP00000294952
uc003lfb.1	ENSP00000327344
uc003utf.3	ENSP00000406676
uc003oxt.2	ENSP00000352514
uc002euo.2	ENSP00000304689
uc010pbv.1	ENSP00000393718
uc011dxo.1	ENSP00000441795
uc003pjz.2	ENSP00000440870
uc002ifx.2	ENSP00000465153
uc001kjk.2	ENSP00000260766
uc002vxk.2	ENSP00000272930
uc010ped.1	ENSP00000357622
uc002mzw.2	ENSP00000316955
uc002tdm.2	ENSP00000387019
uc001zsd.3	ENSP00000406577
uc003kxp.2	ENSP00000368009
uc003kfu.3	ENSP00000274353
uc003bdu.1	ENSP00000290460
uc001rqp.2	ENSP00000400471
uc010qts.1	ENSP00000358036
uc003hds.1	ENSP00000379491
uc001hwr.2	ENSP00000264184
uc002dqy.2	ENSP00000378917
uc001efc.1	ENSP00000376957
uc001lpc.2	ENSP00000331678
uc002qow.2	ENSP00000299860
uc001cgh.1	ENSP00000262916
uc002fwf.1	ENSP00000380322
uc009xnf.2	ENSP00000392206
uc002lem.3	ENSP00000468785
uc001pvz.2	ENSP00000347742
uc001rvo.2	ENSP00000293599
uc001mtq.1	ENSP00000415516
uc002qhl.3	ENSP00000460083
uc001vsh.1	ENSP00000348337
uc002glt.2	ENSP00000392812
uc011adr.1	ENSP00000440339
uc002vao.1	ENSP00000340280
uc003nvt.1	ENSP00000365024
uc003tno.3	ENSP00000413511
uc002ggv.2	ENSP00000315554
uc002qre.2	ENSP00000444828
uc001wnn.2	ENSP00000250495
uc003qqn.2	ENSP00000275248
uc001evb.2	ENSP00000355239
uc002wnb.2	ENSP00000338185
uc002wwc.2	ENSP00000381237
uc002htq.2	ENSP00000327766
uc003pwt.2	ENSP00000352567
uc003wfi.2	ENSP00000313516
uc010erh.1	ENSP00000384274
uc011kzg.1	ENSP00000240095
uc001xac.2	ENSP00000342858
uc001zfr.2	ENSP00000372358
uc002iwe.1	ENSP00000462670
uc003gww.3	ENSP00000281543
uc003hju.1	ENSP00000264896
uc001okm.2	ENSP00000311368
uc001urw.2	ENSP00000241453
uc003wrn.2	ENSP00000320813
uc003xwl.2	ENSP00000428011
uc003amo.3	ENSP00000380592
uc010srh.1	ENSP00000413770
uc002qwr.2	ENSP00000318820
uc003ssh.2	ENSP00000379901
uc003gjv.2	ENSP00000309285
uc003hod.2	ENSP00000399700
uc001jzk.2	ENSP00000361467
uc001glt.1	ENSP00000323795
uc002fen.2	ENSP00000037243
uc002nun.2	ENSP00000427514
uc003dqt.2	ENSP00000418769
uc011geg.1	ENSP00000421232
uc001isx.2	ENSP00000365312
uc002ehk.2	ENSP00000455874
uc002okl.1	ENSP00000353625
uc002dyi.3	ENSP00000349252
uc003lev.1	ENSP00000289422
uc011mfg.1	ENSP00000383517
uc001nlb.2	ENSP00000337340
uc003dxb.3	ENSP00000295746
uc010rps.1	ENSP00000416006
uc003muk.2	ENSP00000338358
uc003bch.2	ENSP00000437680
uc010tka.1	ENSP00000415354
uc002wuj.2	ENSP00000365840
uc002fhw.2	ENSP00000456920
uc004bch.1	ENSP00000363899
uc010xxf.1	ENSP00000443192
uc003qgy.1	ENSP00000229446
uc003med.2	ENSP00000421302
uc002hcs.2	ENSP00000262395
uc001xyf.2	ENSP00000261303
uc002lpq.2	ENSP00000408096
uc003fdz.2	ENSP00000376531
uc001zsj.2	ENSP00000339137
uc003zlf.2	ENSP00000370340
uc010whp.1	ENSP00000377294
uc001ent.1	ENSP00000463058
uc001pmo.2	ENSP00000280346
uc002otr.2	ENSP00000244289
uc004dni.2	ENSP00000469210
uc002him.1	ENSP00000367777
uc002vqb.2	ENSP00000362756
uc002ygc.2	ENSP00000352746
uc002jyn.2	ENSP00000458185
uc001itm.2	ENSP00000365107
uc002hry.2	ENSP00000306754
uc003cxm.1	ENSP00000323780
uc010wqo.1	ENSP00000437345
uc003aem.2	ENSP00000335481
uc010juh.2	ENSP00000378704
uc003nvz.1	ENSP00000365002
uc001vsf.2	ENSP00000364821
uc011bwi.1	ENSP00000329124
uc003igq.2	ENSP00000401539
uc001avp.2	ENSP00000383602
uc001zpo.1	ENSP00000350181
uc001tep.1	ENSP00000261211
uc001vok.2	ENSP00000342991
uc003lva.3	ENSP00000339343
uc004die.2	ENSP00000295987
uc002zmp.1	ENSP00000382710
uc003cnd.3	ENSP00000341539
uc010mon.1	ENSP00000395675
uc001pnj.3	ENSP00000280362
uc010tis.1	ENSP00000406883
uc003zeg.3	ENSP00000320627
uc010bar.2	ENSP00000399610
uc011dxd.1	ENSP00000359887
uc002miz.2	ENSP00000270538
uc010rxa.1	ENSP00000364648
uc010zsq.1	ENSP00000445458
uc002slt.2	ENSP00000233623
uc009vtb.2	ENSP00000436176
uc010qdn.1	ENSP00000365066
uc004dxu.1	ENSP00000339389
uc001msv.2	ENSP00000389792
uc001tqc.1	ENSP00000450232
uc010cxh.1	ENSP00000366984
uc011jvg.1	ENSP00000403268
uc002exn.1	ENSP00000457593
uc002npp.2	ENSP00000308578
uc010zvf.1	ENSP00000403566
uc010kty.2	ENSP00000382249
uc003okp.1	ENSP00000363018
uc002zab.3	ENSP00000381523
uc011ezc.1	ENSP00000365656
uc003jid.2	ENSP00000296589
uc010nos.2	ENSP00000416120
uc009xqg.2	ENSP00000398568
uc002cpu.2	ENSP00000301730
uc004fbu.1	ENSP00000354660
uc003uho.1	ENSP00000408270
uc009yxc.2	ENSP00000355285
uc001jux.2	ENSP00000343405
uc010jjg.2	ENSP00000332164
uc001ncb.3	ENSP00000323152
uc010tsy.1	ENSP00000452974
uc003kgv.1	ENSP00000282226
uc002lzx.1	ENSP00000301272
uc001fbv.1	ENSP00000357712
uc010qbx.1	ENSP00000367538
uc011htw.1	ENSP00000379229
uc011dbe.1	ENSP00000421468
uc010ybe.1	ENSP00000437496
uc002xsz.1	ENSP00000396725
uc003put.2	ENSP00000357843
uc003lzz.1	ENSP00000239231
uc001bcd.2	ENSP00000364286
uc003axi.2	ENSP00000346001
uc010lyj.2	ENSP00000404067
uc002ygm.2	ENSP00000349634
uc009zes.2	ENSP00000414008
uc003cvu.2	ENSP00000412890
uc003hpr.2	ENSP00000378595
uc010ykj.1	ENSP00000440533
uc001tin.2	ENSP00000229266
uc002txx.1	ENSP00000295087
uc002kqs.2	ENSP00000405628
uc003eqm.2	ENSP00000346432
uc002ohg.2	ENSP00000349861
uc010pwr.1	ENSP00000473425
uc004ehm.2	ENSP00000468882
uc010xkr.1	ENSP00000346687
uc002jso.2	ENSP00000380750
uc010vwv.1	ENSP00000437606
uc003xrs.2	ENSP00000276500
uc009wow.2	ENSP00000357465
uc010ifg.1	ENSP00000389600
uc009zwu.2	ENSP00000441369
uc003efa.1	ENSP00000330381
uc002ubh.2	ENSP00000386367
uc003pon.2	ENSP00000358299
uc010fnn.2	ENSP00000339750
uc010yri.1	ENSP00000442058
uc001tef.2	ENSP00000261220
uc003mxu.3	ENSP00000283147
uc002bnr.3	ENSP00000399851
uc002lbi.3	ENSP00000441998
uc002sfm.2	ENSP00000377842
uc004aom.2	ENSP00000373363
uc002jaz.1	ENSP00000396900
uc003sxf.2	ENSP00000315410
uc004coa.2	ENSP00000417328
uc002dgr.2	ENSP00000324901
uc011hci.1	ENSP00000448877
uc003oix.2	ENSP00000363230
uc002nsk.2	ENSP00000313332
uc001wpd.2	ENSP00000451183
uc003jez.3	ENSP00000230895
uc004bfp.2	ENSP00000363411
uc010bil.1	ENSP00000394717
uc010pis.1	ENSP00000352740
uc001scv.2	ENSP00000302812
uc003ptj.2	ENSP00000351664
uc010eld.2	ENSP00000452854
uc002wrx.2	ENSP00000312631
uc002gfb.2	ENSP00000306866
uc002kfu.2	ENSP00000269373
uc002wrs.2	ENSP00000366557
uc001qbm.3	ENSP00000341684
uc004fae.1	ENSP00000359645
uc010pta.1	ENSP00000388908
uc003ewd.1	ENSP00000420775
uc001gdx.1	ENSP00000271417
uc004csb.2	ENSP00000321309
uc003lus.2	ENSP00000445913
uc001ptq.2	ENSP00000471768
uc002uwv.2	ENSP00000393667
uc003vns.2	ENSP00000408838
uc011ftl.1	ENSP00000418259
uc011ehd.1	ENSP00000252510
uc003dpl.1	ENSP00000263666
uc001wsq.2	ENSP00000280987
uc002qkr.2	ENSP00000398617
